truck_id,truck_licence_number,truck_details
1298,20951,Unde dolores voluptatem quam quia.
11298,209511,Unde dolores voluptatem quam quia.1
21298,209512,Unde dolores voluptatem quam quia.2
31298,209513,Unde dolores voluptatem quam quia.3
41298,209514,Unde dolores voluptatem quam quia.4
1299,3619,Ab non ut totam quaerat vel porro.
11299,36191,Ab non ut totam quaerat vel porro.1
21299,36192,Ab non ut totam quaerat vel porro.2
31299,36193,Ab non ut totam quaerat vel porro.3
41299,36194,Ab non ut totam quaerat vel porro.4
1300,24516,Expedita fugit occaecati provident et omnis impedit soluta.
11300,245161,Expedita fugit occaecati provident et omnis impedit soluta.1
21300,245162,Expedita fugit occaecati provident et omnis impedit soluta.2
31300,245163,Expedita fugit occaecati provident et omnis impedit soluta.3
41300,245164,Expedita fugit occaecati provident et omnis impedit soluta.4
1301,23497,Odit ratione nisi iste rerum explicabo.
11301,234971,Odit ratione nisi iste rerum explicabo.1
21301,234972,Odit ratione nisi iste rerum explicabo.2
31301,234973,Odit ratione nisi iste rerum explicabo.3
41301,234974,Odit ratione nisi iste rerum explicabo.4
1302,29989,Sunt modi ut similique repellendus iure aliquid aut.
11302,299891,Sunt modi ut similique repellendus iure aliquid aut.1
21302,299892,Sunt modi ut similique repellendus iure aliquid aut.2
31302,299893,Sunt modi ut similique repellendus iure aliquid aut.3
41302,299894,Sunt modi ut similique repellendus iure aliquid aut.4
1303,29372,Ducimus ratione commodi aperiam optio.
11303,293721,Ducimus ratione commodi aperiam optio.1
21303,293722,Ducimus ratione commodi aperiam optio.2
31303,293723,Ducimus ratione commodi aperiam optio.3
41303,293724,Ducimus ratione commodi aperiam optio.4
1304,24041,Officiis tenetur ea nobis perspiciatis architecto.
11304,240411,Officiis tenetur ea nobis perspiciatis architecto.1
21304,240412,Officiis tenetur ea nobis perspiciatis architecto.2
31304,240413,Officiis tenetur ea nobis perspiciatis architecto.3
41304,240414,Officiis tenetur ea nobis perspiciatis architecto.4
1305,24934,Aut ipsam illum dolor totam dignissimos blanditiis alias.
11305,249341,Aut ipsam illum dolor totam dignissimos blanditiis alias.1
21305,249342,Aut ipsam illum dolor totam dignissimos blanditiis alias.2
31305,249343,Aut ipsam illum dolor totam dignissimos blanditiis alias.3
41305,249344,Aut ipsam illum dolor totam dignissimos blanditiis alias.4
1306,14927,Beatae sit voluptate aut et commodi.
11306,149271,Beatae sit voluptate aut et commodi.1
21306,149272,Beatae sit voluptate aut et commodi.2
31306,149273,Beatae sit voluptate aut et commodi.3
41306,149274,Beatae sit voluptate aut et commodi.4
1307,25532,Qui necessitatibus quam consequatur.
11307,255321,Qui necessitatibus quam consequatur.1
21307,255322,Qui necessitatibus quam consequatur.2
31307,255323,Qui necessitatibus quam consequatur.3
41307,255324,Qui necessitatibus quam consequatur.4
1308,7343,Sit provident consequatur inventore alias.
11308,73431,Sit provident consequatur inventore alias.1
21308,73432,Sit provident consequatur inventore alias.2
31308,73433,Sit provident consequatur inventore alias.3
41308,73434,Sit provident consequatur inventore alias.4
1309,12129,Ut sit nihil aut esse omnis cumque perspiciatis.
11309,121291,Ut sit nihil aut esse omnis cumque perspiciatis.1
21309,121292,Ut sit nihil aut esse omnis cumque perspiciatis.2
31309,121293,Ut sit nihil aut esse omnis cumque perspiciatis.3
41309,121294,Ut sit nihil aut esse omnis cumque perspiciatis.4
1310,20091,Et omnis dolor nam nesciunt nostrum praesentium voluptatem.
11310,200911,Et omnis dolor nam nesciunt nostrum praesentium voluptatem.1
21310,200912,Et omnis dolor nam nesciunt nostrum praesentium voluptatem.2
31310,200913,Et omnis dolor nam nesciunt nostrum praesentium voluptatem.3
41310,200914,Et omnis dolor nam nesciunt nostrum praesentium voluptatem.4
1311,20620,Voluptate placeat ut non quos non.
11311,206201,Voluptate placeat ut non quos non.1
21311,206202,Voluptate placeat ut non quos non.2
31311,206203,Voluptate placeat ut non quos non.3
41311,206204,Voluptate placeat ut non quos non.4
1312,27868,Exercitationem cum saepe nobis quia alias aperiam explicabo.
11312,278681,Exercitationem cum saepe nobis quia alias aperiam explicabo.1
21312,278682,Exercitationem cum saepe nobis quia alias aperiam explicabo.2
31312,278683,Exercitationem cum saepe nobis quia alias aperiam explicabo.3
41312,278684,Exercitationem cum saepe nobis quia alias aperiam explicabo.4
1313,17426,Quo suscipit cumque quia est tempora quis voluptas.
11313,174261,Quo suscipit cumque quia est tempora quis voluptas.1
21313,174262,Quo suscipit cumque quia est tempora quis voluptas.2
31313,174263,Quo suscipit cumque quia est tempora quis voluptas.3
41313,174264,Quo suscipit cumque quia est tempora quis voluptas.4
1314,26981,Iusto provident sed est debitis quo.
11314,269811,Iusto provident sed est debitis quo.1
21314,269812,Iusto provident sed est debitis quo.2
31314,269813,Iusto provident sed est debitis quo.3
41314,269814,Iusto provident sed est debitis quo.4
1315,28085,Accusamus molestias in esse in dolorem.
11315,280851,Accusamus molestias in esse in dolorem.1
21315,280852,Accusamus molestias in esse in dolorem.2
31315,280853,Accusamus molestias in esse in dolorem.3
41315,280854,Accusamus molestias in esse in dolorem.4
1316,15188,Ut consequatur beatae molestiae nostrum ullam autem neque.
11316,151881,Ut consequatur beatae molestiae nostrum ullam autem neque.1
21316,151882,Ut consequatur beatae molestiae nostrum ullam autem neque.2
31316,151883,Ut consequatur beatae molestiae nostrum ullam autem neque.3
41316,151884,Ut consequatur beatae molestiae nostrum ullam autem neque.4
1317,23836,Quaerat est laudantium minus commodi.
11317,238361,Quaerat est laudantium minus commodi.1
21317,238362,Quaerat est laudantium minus commodi.2
31317,238363,Quaerat est laudantium minus commodi.3
41317,238364,Quaerat est laudantium minus commodi.4
1318,20342,Quis qui et quo aliquid sit.
11318,203421,Quis qui et quo aliquid sit.1
21318,203422,Quis qui et quo aliquid sit.2
31318,203423,Quis qui et quo aliquid sit.3
41318,203424,Quis qui et quo aliquid sit.4
1319,24995,Voluptatem necessitatibus architecto vero autem et.
11319,249951,Voluptatem necessitatibus architecto vero autem et.1
21319,249952,Voluptatem necessitatibus architecto vero autem et.2
31319,249953,Voluptatem necessitatibus architecto vero autem et.3
41319,249954,Voluptatem necessitatibus architecto vero autem et.4
1320,21961,Veritatis assumenda dignissimos occaecati dolorem veritatis neque deleniti.
11320,219611,Veritatis assumenda dignissimos occaecati dolorem veritatis neque deleniti.1
21320,219612,Veritatis assumenda dignissimos occaecati dolorem veritatis neque deleniti.2
31320,219613,Veritatis assumenda dignissimos occaecati dolorem veritatis neque deleniti.3
41320,219614,Veritatis assumenda dignissimos occaecati dolorem veritatis neque deleniti.4
1321,16292,Beatae voluptates alias ex debitis repudiandae officia.
11321,162921,Beatae voluptates alias ex debitis repudiandae officia.1
21321,162922,Beatae voluptates alias ex debitis repudiandae officia.2
31321,162923,Beatae voluptates alias ex debitis repudiandae officia.3
41321,162924,Beatae voluptates alias ex debitis repudiandae officia.4
1322,22030,Dolore cumque similique illum natus voluptatem repellat.
11322,220301,Dolore cumque similique illum natus voluptatem repellat.1
21322,220302,Dolore cumque similique illum natus voluptatem repellat.2
31322,220303,Dolore cumque similique illum natus voluptatem repellat.3
41322,220304,Dolore cumque similique illum natus voluptatem repellat.4
1323,29297,Eius a architecto possimus voluptates magnam ea exercitationem.
11323,292971,Eius a architecto possimus voluptates magnam ea exercitationem.1
21323,292972,Eius a architecto possimus voluptates magnam ea exercitationem.2
31323,292973,Eius a architecto possimus voluptates magnam ea exercitationem.3
41323,292974,Eius a architecto possimus voluptates magnam ea exercitationem.4
1324,19021,Non consequuntur quo eveniet.
11324,190211,Non consequuntur quo eveniet.1
21324,190212,Non consequuntur quo eveniet.2
31324,190213,Non consequuntur quo eveniet.3
41324,190214,Non consequuntur quo eveniet.4
1325,15378,At omnis beatae et ab adipisci dolores.
11325,153781,At omnis beatae et ab adipisci dolores.1
21325,153782,At omnis beatae et ab adipisci dolores.2
31325,153783,At omnis beatae et ab adipisci dolores.3
41325,153784,At omnis beatae et ab adipisci dolores.4
1326,9690,Modi perspiciatis id veritatis fugiat quia.
11326,96901,Modi perspiciatis id veritatis fugiat quia.1
21326,96902,Modi perspiciatis id veritatis fugiat quia.2
31326,96903,Modi perspiciatis id veritatis fugiat quia.3
41326,96904,Modi perspiciatis id veritatis fugiat quia.4
1327,5507,Ratione sed rerum sint eligendi.
11327,55071,Ratione sed rerum sint eligendi.1
21327,55072,Ratione sed rerum sint eligendi.2
31327,55073,Ratione sed rerum sint eligendi.3
41327,55074,Ratione sed rerum sint eligendi.4
1328,1364,Quod id quia aut et aut ea.
11328,13641,Quod id quia aut et aut ea.1
21328,13642,Quod id quia aut et aut ea.2
31328,13643,Quod id quia aut et aut ea.3
41328,13644,Quod id quia aut et aut ea.4
1329,27659,Laboriosam iusto ipsum sunt ut.
11329,276591,Laboriosam iusto ipsum sunt ut.1
21329,276592,Laboriosam iusto ipsum sunt ut.2
31329,276593,Laboriosam iusto ipsum sunt ut.3
41329,276594,Laboriosam iusto ipsum sunt ut.4
1330,18097,Et exercitationem ea et nihil.
11330,180971,Et exercitationem ea et nihil.1
21330,180972,Et exercitationem ea et nihil.2
31330,180973,Et exercitationem ea et nihil.3
41330,180974,Et exercitationem ea et nihil.4
1331,25173,Ut labore odit debitis totam aut quidem voluptatibus.
11331,251731,Ut labore odit debitis totam aut quidem voluptatibus.1
21331,251732,Ut labore odit debitis totam aut quidem voluptatibus.2
31331,251733,Ut labore odit debitis totam aut quidem voluptatibus.3
41331,251734,Ut labore odit debitis totam aut quidem voluptatibus.4
1332,14391,Enim accusantium fugit et rerum blanditiis sed sit quaerat.
11332,143911,Enim accusantium fugit et rerum blanditiis sed sit quaerat.1
21332,143912,Enim accusantium fugit et rerum blanditiis sed sit quaerat.2
31332,143913,Enim accusantium fugit et rerum blanditiis sed sit quaerat.3
41332,143914,Enim accusantium fugit et rerum blanditiis sed sit quaerat.4
1333,28213,Quae maxime quia vero qui ipsum cum.
11333,282131,Quae maxime quia vero qui ipsum cum.1
21333,282132,Quae maxime quia vero qui ipsum cum.2
31333,282133,Quae maxime quia vero qui ipsum cum.3
41333,282134,Quae maxime quia vero qui ipsum cum.4
1334,18102,Cumque recusandae perferendis sed illum itaque.
11334,181021,Cumque recusandae perferendis sed illum itaque.1
21334,181022,Cumque recusandae perferendis sed illum itaque.2
31334,181023,Cumque recusandae perferendis sed illum itaque.3
41334,181024,Cumque recusandae perferendis sed illum itaque.4
1335,12438,Corrupti voluptatem est maxime quod eaque adipisci ratione eum.
11335,124381,Corrupti voluptatem est maxime quod eaque adipisci ratione eum.1
21335,124382,Corrupti voluptatem est maxime quod eaque adipisci ratione eum.2
31335,124383,Corrupti voluptatem est maxime quod eaque adipisci ratione eum.3
41335,124384,Corrupti voluptatem est maxime quod eaque adipisci ratione eum.4
1336,20904,Et suscipit est sunt odio magnam autem dolorum.
11336,209041,Et suscipit est sunt odio magnam autem dolorum.1
21336,209042,Et suscipit est sunt odio magnam autem dolorum.2
31336,209043,Et suscipit est sunt odio magnam autem dolorum.3
41336,209044,Et suscipit est sunt odio magnam autem dolorum.4
1337,25550,Fugiat eius et qui minima molestias nobis at.
11337,255501,Fugiat eius et qui minima molestias nobis at.1
21337,255502,Fugiat eius et qui minima molestias nobis at.2
31337,255503,Fugiat eius et qui minima molestias nobis at.3
41337,255504,Fugiat eius et qui minima molestias nobis at.4
1338,19334,Quasi optio magnam fuga impedit quo.
11338,193341,Quasi optio magnam fuga impedit quo.1
21338,193342,Quasi optio magnam fuga impedit quo.2
31338,193343,Quasi optio magnam fuga impedit quo.3
41338,193344,Quasi optio magnam fuga impedit quo.4
1339,12608,Et tenetur minus ut voluptas repellendus quia sed.
11339,126081,Et tenetur minus ut voluptas repellendus quia sed.1
21339,126082,Et tenetur minus ut voluptas repellendus quia sed.2
31339,126083,Et tenetur minus ut voluptas repellendus quia sed.3
41339,126084,Et tenetur minus ut voluptas repellendus quia sed.4
1340,10449,Quis placeat aliquam laboriosam et hic voluptatum.
11340,104491,Quis placeat aliquam laboriosam et hic voluptatum.1
21340,104492,Quis placeat aliquam laboriosam et hic voluptatum.2
31340,104493,Quis placeat aliquam laboriosam et hic voluptatum.3
41340,104494,Quis placeat aliquam laboriosam et hic voluptatum.4
1341,29529,Atque quia sint aut quo architecto quis.
11341,295291,Atque quia sint aut quo architecto quis.1
21341,295292,Atque quia sint aut quo architecto quis.2
31341,295293,Atque quia sint aut quo architecto quis.3
41341,295294,Atque quia sint aut quo architecto quis.4
1342,3654,Est illum illum nostrum.
11342,36541,Est illum illum nostrum.1
21342,36542,Est illum illum nostrum.2
31342,36543,Est illum illum nostrum.3
41342,36544,Est illum illum nostrum.4
1343,23877,Quos voluptatem porro eum delectus tenetur qui fugit.
11343,238771,Quos voluptatem porro eum delectus tenetur qui fugit.1
21343,238772,Quos voluptatem porro eum delectus tenetur qui fugit.2
31343,238773,Quos voluptatem porro eum delectus tenetur qui fugit.3
41343,238774,Quos voluptatem porro eum delectus tenetur qui fugit.4
1344,8573,Quibusdam veniam itaque a quae enim nisi qui.
11344,85731,Quibusdam veniam itaque a quae enim nisi qui.1
21344,85732,Quibusdam veniam itaque a quae enim nisi qui.2
31344,85733,Quibusdam veniam itaque a quae enim nisi qui.3
41344,85734,Quibusdam veniam itaque a quae enim nisi qui.4
1345,25516,Eos itaque quibusdam et consequatur maiores sed reiciendis.
11345,255161,Eos itaque quibusdam et consequatur maiores sed reiciendis.1
21345,255162,Eos itaque quibusdam et consequatur maiores sed reiciendis.2
31345,255163,Eos itaque quibusdam et consequatur maiores sed reiciendis.3
41345,255164,Eos itaque quibusdam et consequatur maiores sed reiciendis.4
1346,16337,Aspernatur sint ad aut aliquam quisquam.
11346,163371,Aspernatur sint ad aut aliquam quisquam.1
21346,163372,Aspernatur sint ad aut aliquam quisquam.2
31346,163373,Aspernatur sint ad aut aliquam quisquam.3
41346,163374,Aspernatur sint ad aut aliquam quisquam.4
1347,29505,Iste quibusdam perferendis eum hic et illum placeat.
11347,295051,Iste quibusdam perferendis eum hic et illum placeat.1
21347,295052,Iste quibusdam perferendis eum hic et illum placeat.2
31347,295053,Iste quibusdam perferendis eum hic et illum placeat.3
41347,295054,Iste quibusdam perferendis eum hic et illum placeat.4
1348,14970,Voluptatum dolorem vel sunt ducimus magnam esse nihil dolor.
11348,149701,Voluptatum dolorem vel sunt ducimus magnam esse nihil dolor.1
21348,149702,Voluptatum dolorem vel sunt ducimus magnam esse nihil dolor.2
31348,149703,Voluptatum dolorem vel sunt ducimus magnam esse nihil dolor.3
41348,149704,Voluptatum dolorem vel sunt ducimus magnam esse nihil dolor.4
1349,11001,Quaerat itaque dolor et veritatis ut facere facere.
11349,110011,Quaerat itaque dolor et veritatis ut facere facere.1
21349,110012,Quaerat itaque dolor et veritatis ut facere facere.2
