"Campus","Year","TotalEnrollment_AY","FTE_AY",
"3125","2025","31163","108",
"3126","1978","14689315","519",
"3127","1978","7396978","278",
"3128","1999","1616047","187",
"3129","1981","57345","307",
"3130","1988","1995","805",
"3131","2005","575179","278",
"3132","2001","36177","822",
"3133","1986","127003100","962",
"3134","1974","28677814","781",
"3135","1996","884911","904",
"3136","1992","0","645",
"3137","2014","1","465",
"3138","2007","10299","306",
"3139","1985","264734204","88",
"3140","1972","0","433",
"3141","1972","0","891",
"3142","2023","2101","821",
"3143","2013","2615","883",
"3144","1984","45106","850",
"3145","1999","2","78",
"3146","1998","420248492","163",
"3147","2010","2","805",
"3148","2024","4","3",
"3149","1972","821207","130",
"3150","1976","894","390",
"3151","1992","0","849",
"3152","2006","5064","245",
"3153","1989","0","764",
"3154","2005","0","302",
"3155","2013","12562","982",
"3156","1987","1707557","270",
"3157","1997","266","505",
"3158","2007","597","788",
"3159","2000","25059","455",
"3160","1995","413","984",
"3161","1994","7942315","675",
"3162","2017","15307983","391",
"3163","1993","26960271","583",
"3164","2023","4024","75",
"3165","2024","0","355",
"3166","1984","460","489",
"3167","1972","371658","531",
"3168","2001","58","513",
"3169","2021","10293092","424",
"3170","2024","35797895","825",
"3171","1978","2","624",
"3172","2006","34129150","109",
"3173","2007","8293070","30",
"3174","2018","35","365",
"3175","2000","523170","983",
"3176","2005","8","601",
"3177","2021","158555","195",
"3178","1976","23119124","195",
"3179","1974","173","340",
"3180","1973","6461227","87",
"3181","2020","1","402",
"3182","1995","2","13",
"3183","2003","48630","205",
"3184","1982","23194711","832",
"3185","2013","3030","758",
"3186","1993","18221208","675",
"3187","1970","849756","504",
"3188","1975","3589503","568",
"3189","2008","26","467",
"3190","2002","45552854","802",
"3191","2009","1368","932",
"3192","1974","1603","664",
"3193","2011","59","690",
"3194","2021","406448761","960",
"3195","2011","15572655","558",
"3196","2022","1843","983",
"3197","2006","9970825","834",
"3198","1980","47284","871",
"3199","2010","14542943","568",
"3200","1975","28505","269",
"3201","2006","119","367",
"3202","1980","66","487",
"3203","2016","14877","62",
"3204","1975","5331","721",
"3205","2017","7558115","549",
"3206","2007","23272","84",
"3207","1975","35248643","107",
"3208","2017","15","945",
"3209","1978","224029","828",
"3210","2023","1","586",
"3211","2014","3251","941",
"3212","1981","887","682",
"3213","2009","0","402",
"3214","2023","3874604","253",
"3215","2025","4832","764",
"3216","1973","12682","265",
"3217","1997","0","135",
"3218","1984","7","946",
"3219","2011","61794384","832",
"3220","1979","3178","674",
"3221","2024","4642351","437",
"3222","1981","21","133",
"3223","2018","331","120",
"3224","1970","2","301",
"3225","1975","40068021","776",
"3226","1991","19340076","171",
"3227","1993","21039","212",
"3228","1984","0","378",
"3229","2009","542331722","404",
"3230","1982","766","96",
"3231","1991","0","367",
"3232","2012","4","516",
"3233","2020","709244","794",
"3234","1993","80801774","36",
"3235","2000","6","375",
"3236","1977","5616804","107",
"3237","2001","0","691",
"3238","1998","10775526","420",
"3239","1992","31","598",
"3240","2016","5768","538",
"3241","2008","1144913","411",
"3242","1983","3767","39",
"3243","2003","3134917","383",
"3244","2011","5269","239",
"3245","2007","0","3",
"3246","2002","1","388",
"3247","2004","2336","319",
"3248","1972","4858","754",
"3249","1979","42546490","843",
"3250","1984","4074","131",
"3251","1975","7028525","392",
"3252","1990","70656","563",
"3253","2023","15320","748",
"3254","1984","27","659",
"3255","1982","69242632","994",
"3256","1973","15888243","157",
"3257","2013","0","150",
"3258","1993","2","650",
"3259","1994","2809","530",
"3260","1988","1618085","758",
"3261","1994","32","548",
"3262","2004","40037","498",
"3263","2021","32513","496",
"3264","1972","18","881",
"3265","2022","505125","283",
"3266","1997","19982335","733",
"3267","1982","0","837",
"3268","2015","5794","976",
"3269","2013","572592319","247",
"3270","1989","3383","930",
"3271","2011","0","791",
"3272","1992","2308550","198",
"3273","1970","35602","764",
"3274","2020","146","80",
"3275","1999","0","67",
"3276","1983","1841235","54",
"3277","2020","0","641",
"3278","1976","25948","797",
"3279","2003","6849","627",
"3280","2007","20","32",
"3281","2017","6","741",
"3282","2009","1","985",
"3283","2014","93","821",
"3284","1975","32","2",
"3285","1997","49511239","368",
"3286","2019","24359","293",
"3287","2022","27292591","7",
"3288","1998","3","108",
"3289","1992","1387540","401",
"3290","1973","7380","975",
"3291","1972","0","156",
"3292","1983","182938","541",
"3293","1980","397","914",
"3294","1972","42909","383",
"3295","2019","41123438","776",
"3296","2003","7762","928",
"3297","2010","0","417",
"3298","2000","148894","715",
"3299","1992","979707","573",
"3300","1987","0","774",
"3301","1986","72952","723",
"3302","1984","1","292",
"3303","1971","8","772",
"3304","1986","0","9",
"3305","1985","1","746",
"3306","2005","0","747",
"3307","2017","802","465",
"3308","1995","5","637",
"3309","1995","535375","140",
"3310","2015","143639","843",
"3311","2018","10301","420",
"3312","1978","13171","115",
"3313","1983","344144","213",
"3314","2009","0","319",
"3315","2018","347","875",
"3316","2024","439","134",
"3317","2005","21078554","854",
"3318","2000","619854452","478",
"3319","1983","5","776",
"3320","1983","74915401","779",
"3321","1996","6065","124",
"3322","1986","50","396",
"3323","1985","25","75",
"3324","2011","1066","765",
"3325","1993","18042","354",
"3326","2002","783","986",
"3327","2004","232126668","675",
"3328","1989","3861052","599",
"3329","2022","11865","314",
"3330","2009","197635184","790",
"3331","2003","581235","973",
"3332","2009","9134","443",
"3333","1986","80720899","756",
"3334","2017","68905351","648",
"3335","1998","25130","375",
"3336","2007","181974","621",
"3337","2023","1691","286",
"3338","1990","406821","154",
"3339","2019","37","431",
"3340","1975","16","448",
"3341","2024","5516314","695",
"3342","1998","790333374","202",
"3343","1985","0","987",
"3344","1971","37","703",
"3345","1993","486","449",
"3346","2005","27922786","741",
"3347","2010","215948249","61",
"3348","1988","0","902",
"3349","1998","86458231","348",
"3350","2003","4","498",
"3351","2008","34527","493",
"3352","1986","0","409",
"3353","2021","265","760",
"3354","2025","219772517","836",
"3355","1994","401652","742",
"3356","2016","54696","80",
"3357","2004","163684051","248",
"3358","1977","1782381","450",
"3359","1986","0","816",
"3360","2001","18","778",
"3361","1995","118168","931",
"3362","1981","65486771","800",
"3363","2008","13","713",
"3364","1971","52451","702",
"3365","1989","65916832","395",
"3366","2021","606247086","457",
"3367","2020","12373963","464",
"3368","1983","581167651","562",
"3369","1974","2422518","466",
"3370","1971","0","127",
"3371","1987","96133","415",
"3372","1986","20657253","402",
"3373","2000","90682","271",
"3374","1971","151","936",
"3375","2014","5250638","242",
"3376","2004","614","564",
"3377","2009","3","568",
"3378","1991","4973","632",
"3379","1978","437","504",
"3380","2025","70314362","574",
"3381","2007","1661","880",
"3382","2009","228131389","185",
"3383","2008","222971355","289",
"3384","2005","23","509",
"3385","1980","23224","696",
"3386","2016","40779666","156",
"3387","1975","132","101",
"3388","2013","9","577",
"3389","1991","31595","643",
"3390","2016","244759","403",
"3391","1979","0","494",
"3392","2003","72","570",
"3393","1987","39796117","772",
"3394","1979","255","444",
"3395","1975","409885750","743",
"3396","1977","298967129","806",
"3397","1997","172","426",
"3398","1992","0","24",
"3399","2007","11981244","398",
"3400","2015","0","912",
"3401","1973","5140","859",
"3402","2005","267","472",
"3403","1998","545","523",
"3404","2022","449","720",
"3405","2005","10106","832",
"3406","2019","1939","893",
"3407","2023","3","250",
"3408","2022","181793900","472",
"3409","1987","2164545","340",
"3410","1974","278756","996",
"3411","2009","23021380","644",
"3412","1971","0","876",
"3413","2021","70","632",
"3414","2025","0","252",
"3415","1995","70134458","520",
"3416","1994","2038","555",
"3417","2001","11864","186",
"3418","1987","0","227",
"3419","1993","9","623",
"3420","1990","62131219","793",
"3421","2004","2169","944",
"3422","1992","3","33",
"3423","1982","79","284",
"3424","2001","104899569","912",
"3425","1994","1513","440",
"3426","2019","1402846","212",
"3427","1994","0","887",
"3428","1976","0","411",
"3429","2002","0","418",
"3430","2022","65","15",
"3431","2009","2","364",
"3432","1991","0","10",
"3433","1999","5","748",
"3434","2025","29403328","42",
"3435","2017","749595","237",
"3436","2016","220350","628",
"3437","2025","1369051","495",
"3438","1993","20622004","818",
"3439","2019","29851","169",
"3440","2008","22","116",
"3441","1976","95251","376",
"3442","1970","1860885","699",
"3443","1996","41871757","691",
"3444","2002","2502","532",
"3445","2022","68","471",
"3446","1987","7294174","77",
"3447","2011","3448","440",
"3448","2025","81176661","1",
"3449","2021","8178","816",
"3450","1985","2743374","978",
"3451","1981","97155830","637",
"3452","1981","1","35",
"3453","2024","0","230",
"3454","1994","4607864","904",
"3455","1994","1","740",
"3456","2022","3","508",
"3457","1980","0","698",
"3458","1982","21","738",
"3459","1982","14261857","809",
"3460","2007","2215369","841",
"3461","2006","1501","514",
"3462","1994","315","923",
"3463","2019","73887369","33",
"3464","1986","358121515","298",
"3465","1994","35727","431",
"3466","2017","69","975",
"3467","1972","216717","541",
"3468","1971","37","40",
"3469","1989","166194","371",
"3470","1982","64206363","107",
"3471","2024","18741871","956",
"3472","2014","5","5",
"3473","1991","0","657",
"3474","1980","0","84",
"3475","1973","185","744",
"3476","1977","10982914","617",
"3477","1993","22984917","922",
"3478","2011","69210","691",
"3479","1983","12","411",
"3480","1987","972","372",
"3481","2016","232","435",
"3482","1978","134614456","110",
"3483","2018","0","371",
"3484","1981","106109","269",
"3485","1985","0","42",
"3486","2013","17070","681",
"3487","1974","0","190",
"3488","1987","970","97",
"3489","1974","80","230",
"3490","1982","56","854",
"3491","1974","3","386",
"3492","2000","14","720",
"3493","1971","323","169",
"3494","1974","17548109","871",
"3495","1990","0","538",
"3496","1975","0","709",
"3497","2020","1870690","10",
"3498","2005","5206941","925",
"3499","2025","0","102",
"3500","1999","645228601","188",
"3501","1970","5076","416",
"3502","1980","527103","812",
"3503","1982","730","823",
"3504","1976","0","234",
"3505","2018","651238746","626",
"3506","1994","249997","168",
"3507","2002","6","195",
"3508","1995","8512","912",
"3509","2023","3001805","67",
"3510","1985","18500902","573",
"3511","2000","7693","708",
"3512","2000","28320","280",
"3513","1973","2322821","709",
"3514","1984","34406","246",
"3515","1995","447747818","413",
"3516","1972","1500","346",
"3517","2003","95385","143",
"3518","2003","62057913","157",
"3519","1996","12","763",
"3520","1997","86101","855",
"3521","1978","4262","138",
"3522","1983","4","804",
"3523","2009","1","358",
"3524","1985","4032","909",
"3525","2012","53","376",
"3526","2008","2925827","209",
"3527","1990","42677985","836",
"3528","1997","75","57",
"3529","1979","69936","914",
"3530","1996","700","51",
"3531","1974","610","711",
"3532","1998","30031","269",
"3533","1995","357783320","981",
"3534","1983","3613987","327",
"3535","2017","415","120",
"3536","1994","503","84",
"3537","1987","3629","379",
"3538","2021","643","158",
"3539","1985","86","555",
"3540","2004","37467442","336",
"3541","1997","17749242","120",
"3542","2018","203127736","651",
"3543","2023","37","620",
"3544","2024","269959136","219",
"3545","1995","3535755","259",
"3546","1971","0","391",
"3547","1982","762","663",
"3548","2007","230418639","238",
"3549","2015","3866445","811",
"3550","2001","2734","508",
"3551","1981","6","551",
"3552","1995","1498414","830",
"3553","2000","4399649","130",
"3554","1992","419574999","436",
"3555","2012","4","404",
"3556","1987","29390","648",
"3557","1997","30149","941",
"3558","2014","35859","491",
"3559","2018","230018809","471",
"3560","1984","9461199","6",
"3561","1988","0","877",
"3562","1977","512883","636",
"3563","2024","0","357",
"3564","1990","12","125",
"3565","1974","142","571",
"3566","1974","549625","780",
"3567","2007","0","733",
"3568","1981","10067858","469",
"3569","1999","54","492",
"3570","2019","0","942",
"3571","1997","51","394",
"3572","1995","153776","98",
"3573","1972","0","914",
"3574","1981","0","272",
"3575","2018","176594","635",
"3576","2020","5584","923",
"3577","2005","1977866","660",
"3578","1990","0","140",
"3579","2022","2174","734",
"3580","1977","315517","957",
"3581","2024","63","547",
"3582","1973","2886","436",
"3583","2018","351","467",
"3584","2023","6","299",
"3585","2008","27168","19",
"3586","1982","12","934",
"3587","2011","74337912","206",
"3588","2013","5596649","881",
"3589","1970","1101994","813",
"3590","1991","448","676",
"3591","1988","641375","677",
"3592","2011","51516238","197",
"3593","2023","0","368",
"3594","1973","8126","370",
"3595","1990","2303224","558",
"3596","1992","325","657",
"3597","1972","492949","879",
"3598","1975","357","866",
"3599","1985","25660391","867",
"3600","2019","0","999",
"3601","1973","2735636","726",
"3602","1986","574","833",
"3603","2001","73","959",
"3604","1976","52","36",
"3605","2019","21","702",
"3606","1994","4158649","78",
"3607","1971","0","799",
"3608","2007","0","213",
"3609","1996","0","557",
"3610","2005","0","871",
"3611","1984","2662923","413",
"3612","1989","2829637","849",
"3613","1987","1532","696",
"3614","1976","1","422",
"3615","1998","0","726",
"3616","2007","3205649","56",
"3617","1977","0","214",
"3618","1984","191","372",
"3619","1996","7","431",
"3620","1975","44256","313",
"3621","2006","5990","849",
"3622","2019","0","857",
"3623","2021","193207913","374",
"3624","2001","0","817",
"3625","1986","302076","483",
"3626","2003","2","501",
"3627","1985","2269","50",
"3628","1970","4980","797",
"3629","2024","326036719","581",
"3630","2021","16207182","518",
"3631","1985","181","941",
