"Campus","Year","CampusFee",
"3632","1997","0",
"3633","2010","88",
"3634","2012","99896",
"3635","2025","35881626",
"3636","1995","4",
"3637","2001","51035077",
"3638","2002","713547145",
"3639","2017","98438543",
"3640","1985","108871",
"3641","2008","0",
"3642","2014","4043765",
"3643","2009","0",
"3644","1985","66",
"3645","2003","321",
"3646","2014","9355088",
"3647","1982","8",
"3648","2015","31888502",
"3649","2022","3458",
"3650","1983","144947",
"3651","2021","35332695",
"3652","1987","993",
"3653","1970","81490",
"3654","1978","7027",
"3655","1970","4420",
"3656","2012","80144",
"3657","1977","47",
"3658","1971","95698",
"3659","1971","441",
"3660","2019","2897",
"3661","1977","7",
"3662","2008","733103734",
"3663","1972","61946",
"3664","1971","694221042",
"3665","1993","7087",
"3666","1987","7659",
"3667","2010","306004",
"3668","2001","4255",
"3669","2000","574683469",
"3670","2000","9942147",
"3671","1976","566699046",
"3672","1976","525904744",
"3673","1975","6831674",
"3674","2023","3",
"3675","2012","9437271",
"3676","1976","5960995",
"3677","1983","27312",
"3678","2022","6",
"3679","1994","7099997",
"3680","1984","17972",
"3681","1974","36",
"3682","1992","90",
"3683","1990","9",
"3684","2004","90648134",
"3685","1980","557086769",
"3686","2019","0",
"3687","1985","738",
"3688","2000","7175",
"3689","2021","0",
"3690","2001","97167",
"3691","1993","39159975",
"3692","1991","5799",
"3693","1970","0",
"3694","2022","0",
"3695","1971","108228238",
"3696","2010","5124010",
"3697","1977","3943171",
"3698","1977","61468091",
"3699","2016","18",
"3700","2013","9",
"3701","2006","9868",
"3702","1989","583",
"3703","2016","608",
"3704","1979","23249",
"3705","2004","224457",
"3706","1995","74",
"3707","1982","451",
"3708","1973","17935",
"3709","1971","5189",
"3710","1973","56",
"3711","1979","51",
"3712","1973","71",
"3713","2014","249",
"3714","1980","1677",
"3715","2003","85170761",
"3716","1970","535472288",
"3717","1971","6991456",
"3718","2006","618806887",
"3719","1975","5",
"3720","2019","491680265",
"3721","2015","10",
"3722","1983","89598363",
"3723","1989","3071",
"3724","2006","0",
"3725","2009","546",
"3726","2018","359",
"3727","1983","5519",
"3728","2008","0",
"3729","2007","208316",
"3730","1974","1",
"3731","2019","291162",
"3732","1979","37289",
"3733","1996","7771552",
"3734","1983","45146198",
"3735","2010","62819963",
"3736","2010","26",
"3737","1980","623",
"3738","2024","29303800",
"3739","1982","997146",
"3740","2008","68641",
"3741","2012","0",
"3742","1994","0",
"3743","2016","18",
"3744","2024","15603",
"3745","2008","190633907",
"3746","2025","446532701",
"3747","2003","43766273",
"3748","1995","5",
"3749","1998","73",
"3750","2014","831",
"3751","1984","0",
"3752","2000","65",
"3753","1998","64474406",
"3754","1974","7031545",
"3755","1993","558620515",
"3756","1980","398",
"3757","2001","4",
"3758","1974","4691775",
"3759","1970","0",
"3760","2012","85",
"3761","1976","0",
"3762","1991","23",
"3763","1978","639643817",
"3764","1987","6568",
"3765","2006","449203572",
"3766","2017","965338",
"3767","1970","159781097",
"3768","1992","23209",
"3769","2002","0",
"3770","2013","9",
"3771","2023","9",
"3772","1998","5859906",
"3773","1978","85",
"3774","1981","639721",
"3775","2004","4828",
"3776","1981","2301314",
"3777","2007","51699",
"3778","1997","3869",
"3779","2009","3363",
"3780","1978","17269",
"3781","2018","647",
"3782","1982","1",
"3783","1979","863762784",
"3784","2007","1",
"3785","2014","5",
"3786","1970","724973576",
"3787","1977","503863",
"3788","1970","9998",
"3789","1986","0",
"3790","2016","42103708",
"3791","1991","486760",
"3792","2003","67",
"3793","2013","0",
"3794","2008","414",
"3795","1980","0",
"3796","1996","511845087",
"3797","2021","918",
"3798","2005","736",
"3799","1985","22",
"3800","1980","6198",
"3801","1986","38",
"3802","1994","49",
"3803","1984","276236",
"3804","1984","0",
"3805","1971","27",
"3806","2016","888",
"3807","2015","5295149",
"3808","1986","2350",
"3809","2005","71517233",
"3810","1992","56",
"3811","1970","681",
"3812","1975","7733059",
"3813","2024","9",
"3814","1999","725",
"3815","2014","225413",
"3816","2007","891",
"3817","2001","769651345",
"3818","2020","10250",
"3819","1971","6046100",
"3820","1972","0",
"3821","2014","1184211",
"3822","2019","94404",
"3823","1978","588",
"3824","1974","47088158",
"3825","1989","963",
"3826","2022","95996",
"3827","2010","0",
"3828","1988","6",
"3829","1981","3216800",
"3830","2020","254445331",
"3831","1985","799",
"3832","1996","2",
"3833","2024","9089682",
"3834","1973","355505",
"3835","2018","39",
"3836","2020","77",
"3837","1973","69004",
"3838","1995","99",
"3839","1996","526113098",
"3840","2000","572805756",
"3841","1974","50584",
"3842","2023","9",
"3843","1980","71729173",
"3844","1991","952177644",
"3845","1979","15494",
"3846","1974","916",
"3847","2008","0",
"3848","1976","7340",
"3849","2016","89001543",
"3850","1982","668317",
"3851","1995","0",
"3852","2003","0",
"3853","1980","6490",
"3854","1996","6",
"3855","1971","70466",
"3856","1977","9175200",
"3857","1984","234125854",
"3858","2000","36",
"3859","1979","46063893",
"3860","1985","1004408",
"3861","1981","0",
"3862","2021","49",
"3863","1975","61945553",
"3864","1989","9274683",
"3865","1972","1",
"3866","2021","56401637",
"3867","1998","88621253",
"3868","1973","3397",
"3869","2004","0",
"3870","2018","53886219",
"3871","2001","979399",
"3872","2009","177433911",
"3873","2002","89401",
"3874","1990","0",
"3875","2008","476212185",
"3876","2009","55413",
"3877","1999","97",
"3878","1976","23911506",
"3879","2021","3",
"3880","2013","0",
"3881","1998","0",
"3882","1999","730838",
"3883","1979","6158",
"3884","2004","739650370",
"3885","1997","989669380",
"3886","1998","7286356",
"3887","1997","121373",
"3888","2006","525544797",
"3889","2007","85913",
"3890","2015","81716522",
"3891","2006","4171219",
"3892","1997","807",
"3893","1997","5",
"3894","1980","7932468",
"3895","2002","71619338",
"3896","2015","801",
"3897","1971","892474510",
"3898","2014","327",
"3899","2016","4",
"3900","1981","779089957",
"3901","2021","857031",
"3902","1999","791861",
"3903","1972","5",
"3904","1991","0",
"3905","1983","4347",
"3906","2001","2",
"3907","1975","8151762",
"3908","1979","116921",
"3909","2024","2092",
"3910","2012","1",
"3911","1987","2428",
"3912","2018","0",
"3913","2020","572802",
"3914","1984","0",
"3915","1984","549747",
"3916","1983","9751167",
"3917","1995","62604913",
"3918","2021","827",
"3919","2013","92",
"3920","2014","8326053",
"3921","2001","7",
"3922","1997","2416978",
"3923","1972","21551",
"3924","1999","4",
"3925","1986","173387",
"3926","1979","610",
"3927","2017","856736",
"3928","1997","0",
"3929","2024","7688045",
"3930","1979","91562105",
"3931","2007","0",
"3932","2012","83458483",
"3933","2007","0",
"3934","2007","527",
"3935","1977","0",
"3936","1991","5",
"3937","1986","444000020",
"3938","2006","64169607",
"3939","2022","991295071",
"3940","1986","0",
"3941","1973","685326721",
"3942","2023","931970708",
"3943","2014","861",
"3944","1973","39",
"3945","1994","21135",
"3946","1980","540132639",
"3947","2010","6345236",
"3948","2017","263",
"3949","1976","234313",
"3950","2006","3617447",
"3951","2013","0",
"3952","2025","29",
"3953","2009","52",
"3954","1999","553",
"3955","1995","6882062",
"3956","1999","8106",
"3957","1980","0",
"3958","2007","69438",
"3959","2000","602258583",
"3960","1978","3902976",
"3961","1983","0",
"3962","2014","0",
"3963","2025","4881",
"3964","2014","40091",
"3965","1989","98537723",
"3966","2005","4",
"3967","1972","69851",
"3968","2019","2",
"3969","2019","64941",
"3970","2000","1808",
"3971","2013","0",
"3972","2001","238787609",
"3973","1999","38",
"3974","1979","93453107",
"3975","1982","71",
"3976","1986","87125532",
"3977","1981","44135",
"3978","1974","342965931",
"3979","2014","119",
"3980","2004","94",
"3981","1979","368467",
"3982","1972","4224110",
"3983","2018","878079",
"3984","1988","592103024",
"3985","1978","7",
"3986","2005","8",
"3987","1977","93581365",
"3988","1980","1",
"3989","1981","902102509",
"3990","2001","30",
"3991","1990","1910029",
"3992","1999","9252",
"3993","1982","0",
"3994","1976","537",
"3995","1994","185",
"3996","1999","81771790",
"3997","2025","0",
"3998","1976","172447669",
"3999","1982","3664253",
"4000","1978","5",
"4001","2003","78051",
"4002","1998","127428",
"4003","1978","256808",
"4004","1975","499099535",
"4005","2008","103",
"4006","2001","0",
"4007","2013","24301268",
"4008","2020","421793",
"4009","1971","96",
"4010","2003","98082151",
"4011","1988","0",
"4012","2007","0",
"4013","1990","160228",
"4014","1988","31173",
"4015","2003","24775615",
"4016","2025","962115807",
"4017","1986","198491132",
"4018","2012","5",
"4019","2017","70418",
"4020","2010","0",
"4021","1996","1999",
"4022","2001","776",
"4023","1978","6953",
"4024","1989","94",
"4025","1975","93660849",
"4026","1988","0",
"4027","2000","457122",
"4028","1987","9002452",
"4029","2004","2406",
"4030","2005","0",
"4031","2009","89309727",
"4032","2007","6262",
"4033","1994","0",
"4034","1983","783265770",
"4035","2022","80",
"4036","2012","52",
"4037","1992","2",
"4038","2019","72012",
"4039","2015","521620296",
"4040","1987","379071403",
"4041","2022","79008606",
"4042","1980","2096",
"4043","1983","5517",
"4044","2009","9",
"4045","2008","0",
"4046","1978","9437",
"4047","1978","90",
"4048","2023","101",
"4049","1974","70",
"4050","2010","621",
"4051","1975","8359",
"4052","2000","850402",
"4053","2013","3673",
"4054","1987","177210",
"4055","1996","543249",
"4056","2019","17",
"4057","2007","5",
"4058","2001","5739517",
"4059","1983","40729831",
"4060","1976","122",
"4061","2024","18553826",
"4062","1992","9037447",
"4063","1987","1143838",
"4064","2023","0",
"4065","2022","93036",
"4066","2000","6",
"4067","2018","0",
"4068","1997","9232277",
"4069","2007","0",
"4070","2008","0",
"4071","2024","321",
"4072","2014","65283",
"4073","2024","9247",
"4074","1983","5",
"4075","1983","1464186",
"4076","1988","32565",
"4077","1981","3476411",
"4078","2023","932704",
"4079","1981","23594600",
"4080","2007","4471",
"4081","1975","4212",
"4082","1997","25",
"4083","1976","391",
"4084","1993","429",
"4085","1988","0",
"4086","1987","196",
"4087","1981","110067",
"4088","2021","5671",
"4089","1973","3789770",
"4090","2024","4564",
"4091","2022","96",
"4092","2008","0",
"4093","2000","6",
"4094","1999","9510",
"4095","2021","189088",
"4096","2022","2631",
"4097","2024","36399207",
"4098","1999","244820",
"4099","1974","0",
"4100","1993","8",
"4101","1987","6129",
"4102","1981","51",
"4103","2003","706861298",
"4104","1971","2",
"4105","1999","79693",
"4106","2004","4418",
"4107","1980","515",
"4108","2008","675208124",
"4109","1996","2242939",
"4110","1996","0",
"4111","1990","0",
"4112","2013","2133105",
"4113","2006","89903",
"4114","2007","643246",
"4115","2020","29287028",
"4116","1972","6419192",
"4117","1976","1703",
"4118","2007","5",
"4119","2011","522964326",
"4120","2014","6",
"4121","1994","91482",
"4122","1979","6359",
"4123","2002","88337631",
"4124","1994","7542888",
"4125","1990","762384",
"4126","1983","350947203",
"4127","1972","3605884",
"4128","1977","2611093",
"4129","2015","0",
"4130","2025","54",
"4131","1975","427",
"4132","1987","914460092",
"4133","2002","1297581",
"4134","1979","56477924",
"4135","1985","7134332",
"4136","1976","4806788",
"4137","1984","5007",
"4138","1982","1624",
"4139","2011","0",
"4140","2010","7248",
"4141","2019","3",
"4142","2016","53873",
"4143","1982","0",
"4144","2020","55",
"4145","1978","0",
"4146","1976","462083072",
"4147","2003","45310",
"4148","1976","93485802",
"4149","1985","53446",
"4150","2012","110",
"4151","1995","636476",
"4152","1988","468",
"4153","2020","6553414",
"4154","2015","0",
"4155","1984","759",
"4156","1998","455936",
"4157","2008","95",
"4158","1990","3467697",
"4159","1983","9",
"4160","2017","853294",
"4161","2009","419671079",
"4162","1977","197103",
"4163","2023","68639856",
"4164","1976","0",
"4165","1987","8070",
"4166","2011","2",
"4167","1992","461",
"4168","1986","83",
"4169","2016","52736074",
"4170","2010","362",
"4171","2017","83093335",
"4172","1994","8",
"4173","1983","645595036",
"4174","2008","3",
"4175","1971","4962",
"4176","2014","816020802",
"4177","2025","6373",
"4178","2025","11103775",
"4179","1986","5869",
"4180","2007","12393177",
"4181","1987","1386",
"4182","1974","85405",
"4183","2015","79760653",
"4184","1985","86",
"4185","2008","0",
"4186","1973","84201",
"4187","1976","5637",
"4188","1972","6636150",
"4189","1993","0",
"4190","2011","48668",
"4191","1996","15888",
"4192","1989","5946",
"4193","1991","7131",
"4194","1995","22922",
"4195","2017","94662777",
"4196","1977","40",
"4197","1973","879899674",
"4198","1991","56",
"4199","2012","0",
"4200","2009","5297556",
"4201","2024","869",
"4202","2018","9067984",
"4203","1997","0",
"4204","2014","94104",
"4205","2009","0",
"4206","1983","73613752",
"4207","2023","6749039",
"4208","2013","68",
"4209","2007","19977517",
"4210","1970","77098732",
"4211","1991","67608",
"4212","1988","0",
"4213","2012","3",
"4214","2009","793936",
"4215","1971","6",
"4216","1996","957565806",
"4217","1989","2",
"4218","1990","9708",
"4219","1981","0",
"4220","1995","0",
"4221","2011","0",
"4222","1987","76696951",
"4223","2024","0",
"4224","1976","0",
"4225","1980","229430",
"4226","1981","0",
"4227","2018","2",
"4228","2014","4",
"4229","2017","2241",
"4230","1994","189843",
"4231","2020","306805326",
"4232","1986","829610312",
"4233","2016","9753601",
"4234","2000","9206",
"4235","1996","400411",
"4236","2013","431660",
"4237","1990","34967394",
"4238","2022","98086810",
"4239","1997","19080",
"4240","1987","505",
"4241","1985","8",
"4242","1993","656068564",
"4243","1998","8317648",
"4244","1998","26551943",
"4245","2002","2332586",
"4246","2019","7",
"4247","1973","1",
"4248","2006","0",
"4249","1992","976",
"4250","1993","0",
"4251","2024","88744367",
"4252","1996","251253127",
"4253","2011","390298",
"4254","1990","7358",
"4255","1976","80",
"4256","1983","0",
"4257","1997","9340042",
"4258","1992","85",
"4259","1989","516",
"4260","2016","4467945",
"4261","2009","386386",
"4262","2022","50194",
"4263","2014","1213",
"4264","2013","10781",
"4265","1973","970676",
"4266","2023","3791926",
"4267","2012","6",
"4268","1978","2258",
"4269","1995","423252737",
"4270","2018","91112",
"4271","1974","452",
"4272","2001","74981597",
"4273","2016","64428073",
"4274","1993","407152796",
"4275","1981","682847",
"4276","1983","0",
"4277","1988","2",
"4278","2013","0",
"4279","1984","630475",
"4280","1980","43234890",
"4281","1997","648681",
"4282","2019","27258265",
"4283","2007","460297450",
"4284","1987","28",
"4285","1971","40",
"4286","2016","15",
"4287","1980","22",
"4288","1976","923930322",
"4289","1984","7537",
"4290","2017","1008",
"4291","1976","20788623",
"4292","1980","2455",
"4293","2007","963",
"4294","1977","196621",
"4295","2005","56158522",
"4296","2018","1",
"4297","1989","4059",
"4298","1976","84",
"4299","1970","55231896",
"4300","1993","270157",
"4301","2009","1671268",
"4302","1987","75",
"4303","2016","1918185",
"4304","1999","9307804",
"4305","2001","606345801",
"4306","1981","29552",
"4307","2004","0",
"4308","1979","15984",
"4309","1984","816",
"4310","2019","21244",
"4311","2018","483017782",
"4312","1986","5",
"4313","2018","6550779",
"4314","1979","27262303",
"4315","2015","7342",
"4316","1995","14171714",
"4317","1970","590",
"4318","1978","75775441",
"4319","1977","74967402",
"4320","2024","0",
"4321","2018","9706",
"4322","2024","399218350",
"4323","1986","73",
"4324","2022","0",
"4325","2007","869856",
"4326","1995","88798",
"4327","1985","7",
"4328","2015","1767072",
"4329","1988","6528",
"4330","1975","43709778",
"4331","1973","0",
"4332","2002","69687",
"4333","2014","4627158",
"4334","1994","23125941",
"4335","1998","41826821",
"4336","1990","6",
"4337","1989","0",
"4338","1986","4923455",
"4339","1990","0",
"4340","1987","60",
"4341","2015","8",
"4342","2001","68344",
