"Campus","Discipline","Year","Undergraduate","Graduate",
"3154","1425154","2004","9","4",
"3155","0","1970","6","6",
"3156","76","1992","7","6",
"3157","39099","2023","3","7",
"3158","25431707","1972","1","1",
"3159","5506601","1995","3","2",
"3160","974234101","1985","2","7",
"3161","603233884","1981","4","1",
"3162","424146977","1981","4","9",
"3163","27428048","2011","3","6",
"3164","132","2011","5","9",
"3165","79753","1997","2","1",
"3166","1","1971","1","3",
"3167","773","1995","6","9",
"3168","33000","2023","1","3",
"3169","890478868","1995","5","8",
"3170","20","1994","4","1",
"3171","54383265","1986","5","9",
"3172","70978672","2007","3","7",
"3173","0","2004","4","2",
"3174","817924","2009","2","4",
"3175","1","1992","5","7",
"3176","6745412","1973","8","2",
"3177","4142","2003","8","5",
"3178","0","2005","6","6",
"3179","82045","1974","1","5",
"3180","779879","1991","3","6",
"3181","27909535","2009","6","2",
"3182","6075","1975","7","5",
"3183","20965450","1972","8","3",
"3184","0","1980","1","2",
"3185","0","2001","3","1",
"3186","546610","2004","9","7",
"3187","2627661","2023","1","8",
"3188","8513058","1992","7","8",
"3189","8391","2004","4","1",
"3190","4","2015","5","8",
"3191","597","2011","3","6",
"3192","9598034","1998","3","6",
"3193","222","1998","6","4",
"3194","155","2007","1","9",
"3195","4672","2000","4","9",
"3196","5237215","1998","6","8",
"3197","60","1985","1","3",
"3198","39","2003","7","5",
"3199","5846","2016","9","1",
"3200","152","1971","2","8",
"3201","934920","1995","8","4",
"3202","7176472","2012","7","7",
"3203","88225","2000","2","5",
"3204","72","1999","6","7",
"3205","65305963","2015","6","6",
"3206","86592","1996","7","4",
"3207","919000","1980","5","7",
"3208","59408","2004","4","6",
"3209","1244","2007","1","9",
"3210","636526","2012","1","6",
"3211","4","2013","7","9",
"3212","75666","1983","2","4",
"3213","9","2016","2","6",
"3214","9080315","2002","6","9",
"3215","382","2009","1","3",
"3216","7874","1989","7","7",
"3217","7783","2003","2","5",
"3218","0","2022","2","1",
"3219","979844","1995","2","2",
"3220","6611","1977","8","3",
"3221","96122","1987","5","6",
"3222","981","2006","9","4",
"3223","815","1985","6","7",
"3224","0","1970","4","3",
"3225","33229212","2019","6","4",
"3226","4077","2023","5","9",
"3227","56817767","2022","8","9",
"3228","9390963","1990","7","9",
"3229","83","1976","4","9",
"3230","38","1990","8","1",
"3231","0","2023","4","9",
"3232","43741259","2011","6","2",
"3233","956","1974","4","6",
"3234","669910083","2023","6","3",
"3235","4","2024","1","9",
"3236","6","2025","5","1",
"3237","8544","2006","2","4",
"3238","0","1987","9","1",
"3239","49","2014","3","5",
"3240","2445554","2018","2","3",
"3241","963356611","1980","1","6",
"3242","311805907","1989","6","5",
"3243","10300","1999","4","2",
"3244","855","2002","7","6",
"3245","949","2016","2","3",
"3246","518761","1983","7","8",
"3247","372","1987","4","8",
"3248","7463104","1981","4","6",
"3249","0","1987","4","9",
"3250","70934651","1998","7","2",
"3251","76612907","1988","8","9",
"3252","662197396","1984","2","6",
"3253","45","1981","4","5",
"3254","3","2004","9","4",
"3255","43","1976","7","4",
"3256","0","2018","4","4",
"3257","0","1986","6","8",
"3258","59","2021","4","8",
"3259","1792","2024","6","4",
"3260","97488","2008","8","2",
"3261","4585","1978","9","7",
"3262","376052","1970","1","7",
"3263","621871675","2008","6","8",
"3264","26294098","1974","9","1",
"3265","802767874","2003","4","1",
"3266","703","1970","1","9",
"3267","81778547","1992","5","5",
"3268","5","2011","9","1",
"3269","70347","1980","6","4",
"3270","38","1996","9","9",
"3271","5","1977","9","2",
"3272","15087","2011","3","8",
"3273","68847662","2025","1","6",
"3274","310085","1994","7","3",
"3275","9621","1992","1","5",
"3276","4","1972","3","4",
"3277","33","1985","3","9",
"3278","804313","2009","8","5",
"3279","77","1983","9","5",
"3280","963032","1993","5","1",
"3281","9997576","2004","1","9",
"3282","0","1971","3","9",
"3283","4698328","1985","8","3",
"3284","27550","2014","6","7",
"3285","61521490","2015","8","7",
"3286","3287","1989","8","7",
"3287","83","2022","2","7",
"3288","821873673","1984","5","7",
"3289","0","1980","2","7",
"3290","8","2020","1","1",
"3291","745205","2018","3","3",
"3292","8","2000","6","4",
"3293","412","1994","6","6",
"3294","60835","1985","9","6",
"3295","538","1990","2","9",
"3296","952","2015","9","7",
"3297","1","1977","8","5",
"3298","75","1994","8","8",
"3299","727","2000","7","2",
"3300","0","1992","4","4",
"3301","10","2014","8","6",
"3302","703","2007","2","7",
"3303","84200","2001","3","5",
"3304","1895","1998","9","7",
"3305","0","1981","6","8",
"3306","27","1998","2","6",
"3307","1","2000","8","8",
"3308","131808","1975","4","8",
"3309","61","2008","6","4",
"3310","21297068","2000","6","9",
"3311","392193713","2006","2","4",
"3312","161","2001","5","5",
"3313","0","2008","2","8",
"3314","6361","2008","5","5",
"3315","0","2021","8","1",
"3316","6799038","1998","8","1",
"3317","26","2009","5","2",
"3318","1648234","2001","1","3",
"3319","36","1989","7","7",
"3320","605602","2019","5","7",
"3321","40434408","2003","2","7",
"3322","382","1996","3","8",
"3323","93","1978","8","9",
"3324","642989","2023","9","1",
"3325","2872","2008","3","5",
"3326","0","1998","9","8",
"3327","789756","2014","2","2",
"3328","975","2001","7","9",
"3329","4601","1992","4","7",
"3330","861290724","2006","9","3",
"3331","690079","1990","8","2",
"3332","8381","1990","9","1",
"3333","95068","2023","2","8",
"3334","199","1973","1","7",
"3335","9107","1993","7","6",
"3336","42","2025","8","6",
"3337","0","2007","7","1",
"3338","752339","1998","3","4",
"3339","53651","2008","5","3",
"3340","0","2004","1","9",
"3341","2","2010","1","8",
"3342","6036","2023","8","8",
"3343","30","2024","7","3",
"3344","22","2008","8","2",
"3345","185656754","2007","1","4",
"3346","8718","1997","7","1",
"3347","98131","1994","1","4",
"3348","0","1980","1","7",
"3349","5338","1991","8","3",
"3350","6071","1997","6","6",
"3351","45585","2025","1","2",
"3352","0","1998","7","1",
"3353","911","2018","6","5",
"3354","0","1972","5","6",
"3355","24549976","2019","4","7",
"3356","9886932","2023","1","3",
"3357","61","1979","2","1",
"3358","37","2024","2","8",
"3359","7","2007","7","3",
"3360","133895","2003","5","1",
"3361","1468","1997","6","7",
"3362","0","1984","9","1",
"3363","274","1975","9","1",
"3364","9005421","1996","4","6",
"3365","0","2005","8","7",
"3366","202355959","1970","6","1",
"3367","306180","1979","4","4",
"3368","4141132","2002","3","3",
"3369","1","2024","5","9",
"3370","95900","1989","4","1",
"3371","6248","1975","5","7",
"3372","47","2017","7","3",
"3373","8","2007","1","8",
"3374","316920","2018","3","4",
"3375","6790427","1978","9","8",
"3376","6","2004","6","7",
"3377","0","2007","8","6",
"3378","981","2007","6","3",
"3379","38089","1993","2","2",
"3380","343688911","1980","6","6",
"3381","11222","2013","2","8",
"3382","420134","1993","9","5",
"3383","495","1993","7","8",
"3384","9367","1998","8","1",
"3385","1691589","1996","9","9",
"3386","2","1984","9","5",
"3387","41541783","2025","1","6",
"3388","0","1995","1","6",
"3389","6","2003","8","4",
"3390","84300","1989","7","8",
"3391","0","2010","2","6",
"3392","16884","2016","5","9",
"3393","0","2023","4","5",
"3394","9","2008","1","5",
"3395","623743","2013","1","9",
"3396","940785","2016","6","7",
"3397","102","1976","5","2",
"3398","21","1970","8","8",
"3399","595","1998","6","2",
"3400","2","2013","4","8",
"3401","29251","1994","5","9",
"3402","8027940","2014","2","6",
"3403","7","1974","9","1",
"3404","2579","2020","6","5",
"3405","227553","2024","8","9",
"3406","994","1996","2","2",
"3407","681995","1982","4","3",
"3408","86806821","1988","8","6",
"3409","80","2021","4","9",
"3410","1","2000","9","7",
"3411","8565386","1990","7","7",
"3412","55557575","1983","1","1",
"3413","96467681","1976","6","8",
"3414","9381","2009","8","7",
"3415","3410","2022","8","5",
"3416","94","1983","6","4",
"3417","613216","1982","6","3",
"3418","775004","1979","2","6",
"3419","0","1988","6","3",
"3420","92778","1977","3","4",
"3421","646840241","1984","4","2",
"3422","698","2019","5","7",
"3423","518307","2012","5","2",
"3424","7864816","1976","5","2",
"3425","1078665","1984","5","4",
"3426","0","1985","1","6",
"3427","8579778","1985","6","2",
"3428","294456378","1974","9","9",
"3429","154","2006","9","6",
"3430","79877448","2007","8","9",
"3431","692584","2018","6","4",
"3432","0","1970","5","8",
"3433","7239961","1973","9","6",
"3434","864352674","2023","9","5",
"3435","50703","1998","5","8",
"3436","1916","2000","2","1",
"3437","79595","2009","4","1",
"3438","7036574","1986","2","5",
"3439","913723579","1991","1","2",
"3440","5722542","1995","5","6",
"3441","9455556","1998","1","4",
"3442","64","1987","4","1",
"3443","996","1988","9","6",
"3444","891","2006","8","9",
"3445","0","1988","3","4",
"3446","692751","1988","4","1",
"3447","809","1999","9","8",
"3448","118842","1995","5","6",
"3449","8287861","1971","4","7",
"3450","10","1983","6","6",
"3451","36337","1982","6","1",
"3452","476943620","1992","3","9",
"3453","5190","1977","8","9",
"3454","827554","1975","4","5",
"3455","2317087","1991","9","1",
"3456","54797133","1973","1","8",
"3457","0","1974","5","3",
"3458","57471","2002","3","7",
"3459","709013","1988","6","7",
"3460","290448","2024","7","9",
"3461","9","2000","3","6",
"3462","0","1975","5","7",
"3463","708106480","1996","2","9",
"3464","419677675","2017","5","5",
"3465","508449406","2020","4","5",
"3466","7387","1970","5","8",
"3467","154","2024","5","1",
"3468","562","2010","1","6",
"3469","57869","2001","3","2",
"3470","376724572","2004","5","4",
"3471","120366403","2004","5","1",
"3472","724273262","2009","1","3",
"3473","0","2002","3","4",
"3474","8210590","1984","9","3",
"3475","346","1970","1","7",
"3476","248131","2009","5","1",
"3477","5569","2022","5","3",
"3478","2","1991","2","8",
"3479","76569366","2013","2","6",
"3480","74","2006","4","4",
"3481","5","2009","7","5",
"3482","6556890","1988","7","4",
"3483","0","1995","3","5",
"3484","2","2018","6","3",
"3485","0","2003","1","3",
"3486","76298655","1979","7","3",
"3487","27180472","2002","5","3",
"3488","6335","1978","1","2",
"3489","77027","1975","6","2",
"3490","29352","2003","2","4",
"3491","7","2013","7","3",
"3492","6303","1980","9","1",
"3493","518","1990","4","6",
"3494","3690977","2016","9","3",
"3495","6117","2022","8","8",
"3496","528","1991","5","4",
"3497","94","2020","6","5",
"3498","935166","1973","5","5",
"3499","342048","1973","1","2",
"3500","376861743","2006","4","7",
"3501","0","2010","2","9",
"3502","33804031","1987","5","9",
"3503","178156","2005","7","4",
"3504","0","1994","5","7",
"3505","773646","1976","4","4",
"3506","64207198","1993","1","9",
"3507","5","1998","7","5",
"3508","39067511","1982","1","7",
"3509","661783435","1976","9","4",
"3510","8731930","2018","2","8",
"3511","631308926","1994","9","9",
"3512","4620","2009","7","6",
"3513","266913","2013","2","4",
"3514","84038508","1978","3","3",
"3515","9813","2012","9","7",
"3516","22649143","2010","1","6",
"3517","8166691","1973","2","4",
"3518","44623","1990","4","6",
"3519","863313","2006","6","9",
"3520","89874393","1982","7","6",
"3521","956","1973","7","2",
"3522","4","2002","4","4",
"3523","15523560","1972","7","3",
"3524","25607","1991","4","3",
"3525","0","2005","3","7",
"3526","85","2016","4","8",
"3527","4341862","1980","9","1",
"3528","582292","2025","1","6",
"3529","5260","2019","7","8",
"3530","16","1991","6","2",
"3531","0","2010","6","6",
"3532","0","2010","4","6",
"3533","73334976","2016","1","3",
"3534","1357","1984","7","6",
"3535","6","1972","3","5",
"3536","0","1986","9","7",
"3537","1576844","2004","7","3",
"3538","7670194","2022","8","6",
"3539","846341","2008","6","6",
"3540","16311","1976","4","9",
"3541","94","2025","8","9",
"3542","979","2007","8","2",
"3543","77535","2005","9","3",
"3544","0","2013","9","1",
"3545","0","1990","8","8",
"3546","86247","1974","9","4",
"3547","0","1971","2","5",
"3548","504","1976","7","1",
"3549","11360813","1990","7","5",
"3550","0","2015","4","6",
"3551","2768","1982","9","7",
"3552","206261","1982","7","4",
"3553","6","1997","1","2",
"3554","0","1984","1","9",
"3555","5","1984","8","6",
"3556","4343","2020","4","6",
"3557","81990","2002","2","2",
"3558","4925","1978","6","1",
"3559","73","2013","9","8",
"3560","80053481","2021","2","6",
"3561","252","1992","8","8",
"3562","900905","2013","6","4",
"3563","0","1979","4","7",
"3564","62535","2010","5","1",
"3565","29","2022","8","2",
"3566","875984","1986","6","1",
"3567","580","1985","8","4",
"3568","9155087","2022","6","7",
"3569","0","1999","2","2",
"3570","9853","1985","2","5",
"3571","275","2010","1","5",
"3572","86393","1972","5","6",
"3573","1929","1988","6","9",
"3574","620464429","2000","5","5",
"3575","3468","1988","5","9",
"3576","4624972","2010","6","7",
"3577","561","2014","4","1",
"3578","0","1980","7","2",
"3579","0","1994","7","8",
"3580","8790","1983","5","2",
"3581","7192496","1991","2","1",
"3582","795167745","2013","6","7",
"3583","69434710","2012","3","6",
"3584","0","1979","3","3",
"3585","0","2000","5","8",
"3586","423310","1983","7","9",
"3587","2","2004","7","3",
"3588","8340","1977","6","9",
"3589","5252044","1979","1","8",
"3590","4772051","1986","1","5",
"3591","3397667","1990","4","2",
"3592","382870","2020","2","9",
"3593","876","2003","9","2",
"3594","642","2008","3","7",
"3595","188","1993","7","1",
"3596","83928","2016","4","8",
"3597","7727","2015","5","4",
"3598","568066","2025","5","9",
"3599","25","1979","4","4",
"3600","379","2024","9","4",
"3601","138235186","1997","6","6",
"3602","45509","1999","1","1",
"3603","58","1993","6","3",
"3604","786048","1979","6","6",
"3605","462","2024","4","6",
"3606","47424","1975","2","3",
"3607","3","2014","4","5",
"3608","5","2000","8","1",
"3609","36330411","1992","6","3",
"3610","0","2000","7","4",
"3611","6366","1991","2","3",
"3612","0","1980","5","4",
"3613","1361795","2024","9","7",
"3614","0","2012","6","6",
"3615","60501","1989","2","8",
"3616","99253404","2023","7","1",
"3617","5","2016","1","4",
"3618","17874","1973","4","4",
"3619","601","1996","3","4",
"3620","213","1981","3","9",
"3621","4","1994","7","2",
"3622","97352536","2003","6","6",
"3623","62","2022","1","8",
"3624","47","2021","8","4",
"3625","2387","2005","7","5",
"3626","9","2008","8","5",
"3627","0","1991","9","6",
"3628","775901856","1985","6","8",
"3629","636","1982","9","4",
"3630","0","1976","7","7",
"3631","7490","2023","6","5",
"3632","0","1997","1","5",
"3633","9996","1998","5","2",
"3634","4232","2009","9","6",
"3635","2","1994","8","3",
"3636","31098944","1994","8","5",
"3637","2507098","1988","9","3",
"3638","88551","1978","4","3",
"3639","1969","1991","7","7",
"3640","0","1992","2","1",
"3641","18668846","1972","2","4",
"3642","4","1999","2","3",
"3643","95920912","1995","7","8",
"3644","0","1999","6","3",
"3645","31128","1974","4","2",
"3646","714686489","1974","4","3",
"3647","4157583","1976","7","2",
"3648","7109012","1970","7","9",
"3649","1584140","2003","2","6",
"3650","2457","2013","9","7",
"3651","7527845","2021","1","3",
"3652","43","1984","6","2",
"3653","797882857","1979","2","6",
"3654","0","2025","7","2",
"3655","0","2025","6","8",
"3656","907742","1985","6","4",
"3657","29954","2016","4","8",
"3658","184779713","1980","3","5",
"3659","9","2010","7","3",
"3660","11","1974","9","9",
"3661","957777","2021","8","9",
"3662","929939293","1984","3","8",
"3663","652618147","2019","9","5",
"3664","4035","2014","6","7",
"3665","162379129","2004","5","5",
"3666","7642932","2020","6","4",
"3667","23428","1978","7","6",
"3668","6328605","1992","7","6",
"3669","0","1998","8","2",
"3670","47771946","1984","9","1",
"3671","0","2014","5","9",
"3672","0","1996","7","2",
"3673","98166743","1978","1","4",
"3674","25","2006","9","4",
"3675","261883","2000","9","9",
"3676","295237","2017","6","7",
"3677","952459953","1991","6","2",
"3678","9","2013","9","3",
"3679","64488941","2009","7","6",
"3680","43645","1982","9","2",
"3681","97494","2020","9","4",
"3682","883164","1975","7","8",
"3683","93","2003","9","9",
"3684","0","1984","7","5",
"3685","37","2004","8","8",
"3686","159102525","1978","4","9",
"3687","515","2008","4","6",
"3688","832626367","1987","4","6",
"3689","310107031","2012","6","4",
"3690","0","1989","1","1",
